date,name,site_rank,IMDB,director,country,genre,user_review,review_count
26/10/2018,Replicas,299,5.5,Jeffrey Nachmanoff,"US,UKChina",Mystery,6.5,770
08/01/2016,The Revenant,300,8,Alejandro González Iñárritu,USTaiwanHong Kong,Drama,7.3,3413
08/01/2016,The Revenant,300,8,Alejandro González Iñárritu,USTaiwanHong Kong,Thriller,7.3,3413
08/01/2016,The Revenant,300,8,Alejandro González Iñárritu,USTaiwanHong Kong,Adventure,7.3,3413
08/01/2016,The Revenant,300,8,Alejandro González Iñárritu,USTaiwanHong Kong,Western,7.3,3413
11/10/2019,El Camino: A Breaking Bad Movie,301,7.4,Vince Gilligan,US,Drama,6.2,630
11/10/2019,El Camino: A Breaking Bad Movie,301,7.4,Vince Gilligan,US,Action,6.2,630
19/12/2001,The Lord Of The Rings: The Fellowship Of The Ring (EXTENDED),302,8.8,Peter Jackson,USNew Zealand,Adventure,7.4,3264
19/12/2001,The Lord Of The Rings: The Fellowship Of The Ring (EXTENDED),302,8.8,Peter Jackson,USNew Zealand,Fantasy,7.4,3264
01/01/2013,Thor: The Dark World,303,7.1,Alan Taylor,US,Action,6.2,2751
01/01/2013,Thor: The Dark World,303,7.1,Alan Taylor,US,Fantasy,6.2,2751
01/01/2013,Thor: The Dark World,303,7.1,Alan Taylor,US,Mystery,6.2,2751
10/10/2019,The Addams Family,305,5.8,Greg TiernanConrad Vernon,"US,UKCanada",Animation,6.3,765
10/10/2019,The Addams Family,305,5.8,Greg TiernanConrad Vernon,"US,UKCanada",Comedy,6.3,765
10/10/2019,The Addams Family,305,5.8,Greg TiernanConrad Vernon,"US,UKCanada",Fantasy,6.3,765
10/10/2019,The Addams Family,305,5.8,Greg TiernanConrad Vernon,"US,UKCanada",Family,6.3,765
10/10/2019,The Addams Family,305,5.8,Greg TiernanConrad Vernon,"US,UKCanada",Horror,6.3,765
03/05/2013,Iron Man 3,306,7.2,Shane Black,USChina,Sci-Fi,6.2,2327
03/05/2013,Iron Man 3,306,7.2,Shane Black,USChina,Adventure,6.2,2327
03/05/2013,Iron Man 3,306,7.2,Shane Black,USChina,Action,6.2,2327
05/04/2018,Jersey Shore Family Vacation,307,6.8,Jack Cannon,US,Reality-TV,4.7,695
03/04/2015,Fast And Furious 7,308,7.2,James Wan,USJapan,Drama,7.1,3823
03/04/2015,Fast And Furious 7,308,7.2,James Wan,USJapan,Adventure,7.1,3823
03/04/2015,Fast And Furious 7,308,7.2,James Wan,USJapan,Action,7.1,3823
10/10/2019,The Passage,309,7.4,Jason EnslerAllison Liddi-BrownJessica LowreyJeffrey NachmanoffEduardo Sanchez-UbanellMarcos SiegaMark TonderaiTi West,US,Drama,7,650
10/10/2019,The Passage,309,7.4,Jason EnslerAllison Liddi-BrownJessica LowreyJeffrey NachmanoffEduardo Sanchez-UbanellMarcos SiegaMark TonderaiTi West,US,Adventure,7,650
10/10/2019,The Passage,309,7.4,Jason EnslerAllison Liddi-BrownJessica LowreyJeffrey NachmanoffEduardo Sanchez-UbanellMarcos SiegaMark TonderaiTi West,US,Action,7,650
10/10/2019,The Passage,309,7.4,Jason EnslerAllison Liddi-BrownJessica LowreyJeffrey NachmanoffEduardo Sanchez-UbanellMarcos SiegaMark TonderaiTi West,US,Fantasy,7,650
10/10/2019,The Passage,309,7.4,Jason EnslerAllison Liddi-BrownJessica LowreyJeffrey NachmanoffEduardo Sanchez-UbanellMarcos SiegaMark TonderaiTi West,US,Horror,7,650
04/09/2019,Wu-Tang: An American Saga,310,8.3,Craig ZiskTara Nicole WeyrNorberto BarbaColin BuckseyDarren GrantChris RobinsonJet Wilkinson,US,Drama,6,722
04/09/2019,Wu-Tang: An American Saga,310,8.3,Craig ZiskTara Nicole WeyrNorberto BarbaColin BuckseyDarren GrantChris RobinsonJet Wilkinson,US,Biography,6,722
01/03/2018,Death Wish,311,6.4,Eli Roth,US,Drama,5.7,1646
01/03/2018,Death Wish,311,6.4,Eli Roth,US,Thriller,5.7,1646
01/03/2018,Death Wish,311,6.4,Eli Roth,US,Action,5.7,1646
01/03/2018,Death Wish,311,6.4,Eli Roth,US,Crime,5.7,1646
28/03/2017,Boruto: Naruto The Movie,312,7.9,Hiroyuki Yamashita,Japan,Animation,7.5,2348
28/03/2017,Boruto: Naruto The Movie,312,7.9,Hiroyuki Yamashita,Japan,Comedy,7.5,2348
28/03/2017,Boruto: Naruto The Movie,312,7.9,Hiroyuki Yamashita,Japan,Adventure,7.5,2348
28/03/2017,Boruto: Naruto The Movie,312,7.9,Hiroyuki Yamashita,Japan,Action,7.5,2348
27/02/2018,Love Simon,313,7.6,Greg Berlanti,US,Drama,6.3,2732
27/02/2018,Love Simon,313,7.6,Greg Berlanti,US,Comedy,6.3,2732
27/02/2018,Love Simon,313,7.6,Greg Berlanti,US,Romance,6.3,2732
01/07/2016,The Legend of Tarzan,314,6.2,David Yates,"US,UKCanada",Adventure,6.5,3895
01/07/2016,The Legend of Tarzan,314,6.2,David Yates,"US,UKCanada",Action,6.5,3895
01/07/2016,The Purge: Election Year,315,6,James DeMonaco,USFrance,Thriller,6.2,3835
01/07/2016,The Purge: Election Year,315,6,James DeMonaco,USFrance,Sci-Fi,6.2,3835
01/07/2016,The Purge: Election Year,315,6,James DeMonaco,USFrance,Action,6.2,3835
01/07/2016,The Purge: Election Year,315,6,James DeMonaco,USFrance,Horror,6.2,3835
22/12/2017,Bleeding Steel,316,5.2,Leo Zhang,ChinaHong Kong,Thriller,6.2,1238
22/12/2017,Bleeding Steel,316,5.2,Leo Zhang,ChinaHong Kong,Sci-Fi,6.2,1238
22/12/2017,Bleeding Steel,316,5.2,Leo Zhang,ChinaHong Kong,Action,6.2,1238
31/05/2019,Good Omens,317,8.1,Douglas Mackinnon,"US,UK",Comedy,7.1,738
31/05/2019,Good Omens,317,8.1,Douglas Mackinnon,"US,UK",Fantasy,7.1,738
12/05/2017,Baywatch,318,5.5,Seth Gordon,US,Drama,6.2,10071
12/05/2017,Baywatch,318,5.5,Seth Gordon,US,Comedy,6.2,10071
12/05/2017,Baywatch,318,5.5,Seth Gordon,US,Action,6.2,10071
31/08/2018,White Boy Rick,319,6.4,Yann Demange,US,Drama,5.4,291
31/08/2018,White Boy Rick,319,6.4,Yann Demange,US,Crime,5.4,291
20/05/2020,Hotel Mumbai,320,7.6,Anthony Maras,USIndiaAustralia,Drama,6.8,438
20/05/2020,Hotel Mumbai,320,7.6,Anthony Maras,USIndiaAustralia,Thriller,6.8,438
20/05/2020,Hotel Mumbai,320,7.6,Anthony Maras,USIndiaAustralia,History,6.8,438
10/01/2019,A Dog's Way Home,321,6.7,Charles Martin Smith,US,Drama,7.7,655
10/01/2019,A Dog's Way Home,321,6.7,Charles Martin Smith,US,Adventure,7.7,655
10/01/2019,A Dog's Way Home,321,6.7,Charles Martin Smith,US,Family,7.7,655
06/04/2019,Warrior,322,8.2,Loni PeristereDavid PetrarcaLin OedingDennie GordonAssaf BernsteinKevin Tancharoen,US,Drama,7.3,678
06/04/2019,Warrior,322,8.2,Loni PeristereDavid PetrarcaLin OedingDennie GordonAssaf BernsteinKevin Tancharoen,US,Action,7.3,678
06/04/2019,Warrior,322,8.2,Loni PeristereDavid PetrarcaLin OedingDennie GordonAssaf BernsteinKevin Tancharoen,US,History,7.3,678
18/12/2015,Bajirao Mastani,324,7.2,Sanjay Leela Bhansali,India,Drama,7.2,7118
18/12/2015,Bajirao Mastani,324,7.2,Sanjay Leela Bhansali,India,Romance,7.2,7118
18/12/2015,Bajirao Mastani,324,7.2,Sanjay Leela Bhansali,India,History,7.2,7118
19/02/2018,Red Sparrow,325,6.6,Francis Lawrence,US,Thriller,5.2,2091
19/02/2018,Red Sparrow,325,6.6,Francis Lawrence,US,Mystery,5.2,2091
24/01/2020,Star Trek: Picard,327,7.6,Hanelle M. CulpepperJonathan FrakesAkiva GoldsmanMaja VrviloDouglas Aarniokoski,US,Drama,7,923
24/01/2020,Star Trek: Picard,327,7.6,Hanelle M. CulpepperJonathan FrakesAkiva GoldsmanMaja VrviloDouglas Aarniokoski,US,Sci-Fi,7,923
24/01/2020,Star Trek: Picard,327,7.6,Hanelle M. CulpepperJonathan FrakesAkiva GoldsmanMaja VrviloDouglas Aarniokoski,US,Adventure,7,923
24/01/2020,Star Trek: Picard,327,7.6,Hanelle M. CulpepperJonathan FrakesAkiva GoldsmanMaja VrviloDouglas Aarniokoski,US,Action,7,923
25/11/2015,Creed,328,7.6,Ryan Coogler,US,Drama,7.1,1915
25/11/2015,Creed,328,7.6,Ryan Coogler,US,Sport,7.1,1915
12/03/2016,Don't Breathe,330,7.1,Fede Alvarez,US,Thriller,6.7,3464
12/03/2016,Don't Breathe,330,7.1,Fede Alvarez,US,Horror,6.7,3464
01/05/2014,Blue Is The Warmest Color,331,7.7,Abdellatif Kechiche,FranceBelgiumSpain,Drama,6.2,4639
01/05/2014,Blue Is The Warmest Color,331,7.7,Abdellatif Kechiche,FranceBelgiumSpain,Romance,6.2,4639
30/10/2019,Doctor Sleep,332,7.4,Mike Flanagan,US,Horror,6.4,934
12/03/2020,Trolls World Tour,333,6.1,Walt DohrnDavid P. Smith,US,Animation,6.7,999
12/03/2020,Trolls World Tour,333,6.1,Walt DohrnDavid P. Smith,US,Comedy,6.7,999
12/03/2020,Trolls World Tour,333,6.1,Walt DohrnDavid P. Smith,US,Adventure,6.7,999
12/03/2020,Trolls World Tour,333,6.1,Walt DohrnDavid P. Smith,US,Fantasy,6.7,999
12/03/2020,Trolls World Tour,333,6.1,Walt DohrnDavid P. Smith,US,Family,6.7,999
13/07/2017,Dunkirk,336,7.9,Christopher Nolan,"US,UKFranceNetherlands",Drama,6.8,3437
13/07/2017,Dunkirk,336,7.9,Christopher Nolan,"US,UKFranceNetherlands",Action,6.8,3437
13/07/2017,Dunkirk,336,7.9,Christopher Nolan,"US,UKFranceNetherlands",History,6.8,3437
13/07/2017,Dunkirk,336,7.9,Christopher Nolan,"US,UKFranceNetherlands",War,6.8,3437
03/07/2016,Jason Bourne,337,6.6,Paul Greengrass,"US,UKChina",Thriller,6.6,2822
03/07/2016,Jason Bourne,337,6.6,Paul Greengrass,"US,UKChina",Action,6.6,2822
23/02/2017,Beauty and the Beast,339,7.1,Bill Condon,"US,UK",Romance,7.2,9986
23/02/2017,Beauty and the Beast,339,7.1,Bill Condon,"US,UK",Fantasy,7.2,9986
23/02/2017,Beauty and the Beast,339,7.1,Bill Condon,"US,UK",Family,7.2,9986
19/12/1997,Titanic,342,7.8,James Cameron,US,Drama,7.3,5350
19/12/1997,Titanic,342,7.8,James Cameron,US,Romance,7.3,5350
14/05/2019,The Dead Don't Die,343,5.5,Jim Jarmusch,USSweden,Comedy,5.5,361
14/05/2019,The Dead Don't Die,343,5.5,Jim Jarmusch,USSweden,Fantasy,5.5,361
14/05/2019,The Dead Don't Die,343,5.5,Jim Jarmusch,USSweden,Horror,5.5,361
13/02/2015,Kingsman: The Secret Service,347,7.7,Matthew Vaughn,"US,UK",Thriller,6.6,4510
13/02/2015,Kingsman: The Secret Service,347,7.7,Matthew Vaughn,"US,UK",Comedy,6.6,4510
13/02/2015,Kingsman: The Secret Service,347,7.7,Matthew Vaughn,"US,UK",Adventure,6.6,4510
13/02/2015,Kingsman: The Secret Service,347,7.7,Matthew Vaughn,"US,UK",Action,6.6,4510
13/02/2015,Kingsman: The Secret Service,347,7.7,Matthew Vaughn,"US,UK",Crime,6.6,4510
18/12/2015,Star Wars: The Force Awakens,349,7.9,J.j. Abrams,US,Sci-Fi,6.9,2598
18/12/2015,Star Wars: The Force Awakens,349,7.9,J.j. Abrams,US,Adventure,6.9,2598
18/12/2015,Star Wars: The Force Awakens,349,7.9,J.j. Abrams,US,Action,6.9,2598
18/12/2015,Star Wars: The Force Awakens,349,7.9,J.j. Abrams,US,Fantasy,6.9,2598
19/03/2019,Triple Threat,350,5.5,Jesse V. Johnson,USThailandChina,Thriller,6.8,510
19/03/2019,Triple Threat,350,5.5,Jesse V. Johnson,USThailandChina,Action,6.8,510
12/10/2018,The Haunting of Hill House,351,8.7,Mike FlanaganCiarÃ¡n Foy,US,Horror,7,1231
13/03/2019,Wonder Park,352,5.8,Dylan Brown,USSpain,Animation,7.1,359
13/03/2019,Wonder Park,352,5.8,Dylan Brown,USSpain,Comedy,7.1,359
13/03/2019,Wonder Park,352,5.8,Dylan Brown,USSpain,Adventure,7.1,359
13/03/2019,Wonder Park,352,5.8,Dylan Brown,USSpain,Fantasy,7.1,359
13/03/2019,Wonder Park,352,5.8,Dylan Brown,USSpain,Family,7.1,359
18/12/2009,Avatar,353,7.8,James Cameron,"US,UK",Sci-Fi,7,2695
18/12/2009,Avatar,353,7.8,James Cameron,"US,UK",Adventure,7,2695
18/12/2009,Avatar,353,7.8,James Cameron,"US,UK",Action,7,2695
18/12/2009,Avatar,353,7.8,James Cameron,"US,UK",Fantasy,7,2695
11/05/2018,The Kissing Booth,354,6.1,Vince Marcello,UK,Comedy,5.7,4736
11/05/2018,The Kissing Booth,354,6.1,Vince Marcello,UK,Romance,5.7,4736
01/08/2018,A-X-L,356,5.3,Oliver Daly,US,Sci-Fi,6.5,1064
01/08/2018,A-X-L,356,5.3,Oliver Daly,US,Adventure,6.5,1064
01/08/2018,A-X-L,356,5.3,Oliver Daly,US,Action,6.5,1064
01/08/2018,A-X-L,356,5.3,Oliver Daly,US,Family,6.5,1064
07/01/2020,Underwater,357,5.8,William Eubank,US,Drama,6.5,772
07/01/2020,Underwater,357,5.8,William Eubank,US,Thriller,6.5,772
07/01/2020,Underwater,357,5.8,William Eubank,US,Action,6.5,772
07/01/2020,Underwater,357,5.8,William Eubank,US,Mystery,6.5,772
07/01/2020,Underwater,357,5.8,William Eubank,US,Horror,6.5,772
03/12/2019,L.A.'s Finest,360,5.7,Anton CropperAntonio NegretJanice CookeLexi AlexanderEagle EgilssonNathan HopeMark TonderaiRuben GarciaDarren GrantAnna MastroErica Watson,US,Comedy,6.1,361
03/12/2019,L.A.'s Finest,360,5.7,Anton CropperAntonio NegretJanice CookeLexi AlexanderEagle EgilssonNathan HopeMark TonderaiRuben GarciaDarren GrantAnna MastroErica Watson,US,Action,6.1,361
03/12/2019,L.A.'s Finest,360,5.7,Anton CropperAntonio NegretJanice CookeLexi AlexanderEagle EgilssonNathan HopeMark TonderaiRuben GarciaDarren GrantAnna MastroErica Watson,US,Crime,6.1,361
31/05/2019,Swamp Thing,361,7.6,Deran SarafianLen WisemanCarol BankerGreg BeemanToa FraserMichael GoiE.L. KatzAlexis Ostrander,US,Drama,7.1,873
31/05/2019,Swamp Thing,361,7.6,Deran SarafianLen WisemanCarol BankerGreg BeemanToa FraserMichael GoiE.L. KatzAlexis Ostrander,US,Sci-Fi,7.1,873
31/05/2019,Swamp Thing,361,7.6,Deran SarafianLen WisemanCarol BankerGreg BeemanToa FraserMichael GoiE.L. KatzAlexis Ostrander,US,Action,7.1,873
31/05/2019,Swamp Thing,361,7.6,Deran SarafianLen WisemanCarol BankerGreg BeemanToa FraserMichael GoiE.L. KatzAlexis Ostrander,US,Fantasy,7.1,873
31/05/2019,Swamp Thing,361,7.6,Deran SarafianLen WisemanCarol BankerGreg BeemanToa FraserMichael GoiE.L. KatzAlexis Ostrander,US,Horror,7.1,873
20/07/2012,The Dark Knight Rises,362,8.4,Christopher Nolan,"US,UK",Thriller,6.8,2502
20/07/2012,The Dark Knight Rises,362,8.4,Christopher Nolan,"US,UK",Action,6.8,2502
28/02/2017,Kong: Skull Island,364,6.6,Jordan Vogt-Roberts,USChinaAustraliaCanada,Sci-Fi,6.9,7479
28/02/2017,Kong: Skull Island,364,6.6,Jordan Vogt-Roberts,USChinaAustraliaCanada,Adventure,6.9,7479
28/02/2017,Kong: Skull Island,364,6.6,Jordan Vogt-Roberts,USChinaAustraliaCanada,Action,6.9,7479
28/02/2017,Kong: Skull Island,364,6.6,Jordan Vogt-Roberts,USChinaAustraliaCanada,Fantasy,6.9,7479
20/05/2016,The Angry Birds Movie,365,6.3,...,USFinland,Animation,6.8,3355
20/05/2016,The Angry Birds Movie,365,6.3,...,USFinland,Comedy,6.8,3355
20/05/2016,The Angry Birds Movie,365,6.3,...,USFinland,Action,6.8,3355
20/05/2016,The Angry Birds Movie,365,6.3,...,USFinland,Family,6.8,3355
22/11/1995,Toy Story,366,8.3,John Lasseter,US,Animation,7.1,989
22/11/1995,Toy Story,366,8.3,John Lasseter,US,Comedy,7.1,989
22/11/1995,Toy Story,366,8.3,John Lasseter,US,Adventure,7.1,989
22/11/1995,Toy Story,366,8.3,John Lasseter,US,Fantasy,7.1,989
22/11/1995,Toy Story,366,8.3,John Lasseter,US,Family,7.1,989
04/12/2019,Spies in Disguise,367,6.8,Nick BrunoTroy Quane,US,Animation,6.8,895
04/12/2019,Spies in Disguise,367,6.8,Nick BrunoTroy Quane,US,Comedy,6.8,895
04/12/2019,Spies in Disguise,367,6.8,Nick BrunoTroy Quane,US,Sci-Fi,6.8,895
04/12/2019,Spies in Disguise,367,6.8,Nick BrunoTroy Quane,US,Adventure,6.8,895
04/12/2019,Spies in Disguise,367,6.8,Nick BrunoTroy Quane,US,Action,6.8,895
04/12/2019,Spies in Disguise,367,6.8,Nick BrunoTroy Quane,US,Family,6.8,895
24/06/2019,Midsommar,368,7.1,Ari Aster,USSweden,Drama,5.8,691
24/06/2019,Midsommar,368,7.1,Ari Aster,USSweden,Thriller,5.8,691
24/06/2019,Midsommar,368,7.1,Ari Aster,USSweden,Mystery,5.8,691
24/06/2019,Midsommar,368,7.1,Ari Aster,USSweden,Horror,5.8,691
01/01/2015,Young Mother 3,369,0,Chae Gil-Byeong,Korea,Romance,6.5,2803
11/05/2017,Pirates of the Caribbean: Dead Men Tell No Tales,370,6.6,Joachim RønningEspen Sandberg,US,Adventure,6.8,9316
11/05/2017,Pirates of the Caribbean: Dead Men Tell No Tales,370,6.6,Joachim RønningEspen Sandberg,US,Action,6.8,9316
11/05/2017,Pirates of the Caribbean: Dead Men Tell No Tales,370,6.6,Joachim RønningEspen Sandberg,US,Fantasy,6.8,9316
13/02/2018,Annihilation,372,6.9,Alex Garland,"US,UK",Drama,6,1713
13/02/2018,Annihilation,372,6.9,Alex Garland,"US,UK",Thriller,6,1713
13/02/2018,Annihilation,372,6.9,Alex Garland,"US,UK",Sci-Fi,6,1713
13/02/2018,Annihilation,372,6.9,Alex Garland,"US,UK",Adventure,6,1713
13/02/2018,Annihilation,372,6.9,Alex Garland,"US,UK",Fantasy,6,1713
13/02/2018,Annihilation,372,6.9,Alex Garland,"US,UK",Mystery,6,1713
13/02/2018,Annihilation,372,6.9,Alex Garland,"US,UK",Horror,6,1713
10/09/2018,A Simple Favor,373,6.8,Paul Feig,US,Drama,6.3,623
10/09/2018,A Simple Favor,373,6.8,Paul Feig,US,Thriller,6.3,623
10/09/2018,A Simple Favor,373,6.8,Paul Feig,US,Crime,6.3,623
10/09/2018,A Simple Favor,373,6.8,Paul Feig,US,Mystery,6.3,623
23/08/1998,That '70s Show,374,8.1,...,US,Comedy,6.2,2104
24/06/2016,Independence Day: Resurgence,375,5.2,Roland Emmerich,US,Sci-Fi,6.1,3099
24/06/2016,Independence Day: Resurgence,375,5.2,Roland Emmerich,US,Adventure,6.1,3099
24/06/2016,Independence Day: Resurgence,375,5.2,Roland Emmerich,US,Action,6.1,3099
16/07/2010,Inception,376,8.8,Christopher Nolan,"US,UK",Romance,7,2655
16/07/2010,Inception,376,8.8,Christopher Nolan,"US,UK",Action,7,2655
16/07/2010,Inception,376,8.8,Christopher Nolan,"US,UK",Mystery,7,2655
19/03/2019,A Discovery of Witches,378,8.1,Alice TroughtonSarah WalkerJuan Carlos MedinaFarren Blackburn,"US,UK",Drama,6.9,1155
19/03/2019,A Discovery of Witches,378,8.1,Alice TroughtonSarah WalkerJuan Carlos MedinaFarren Blackburn,"US,UK",Romance,6.9,1155
19/03/2019,A Discovery of Witches,378,8.1,Alice TroughtonSarah WalkerJuan Carlos MedinaFarren Blackburn,"US,UK",Fantasy,6.9,1155
11/07/2018,Mamma Mia! Here We Go Again,379,6.7,Ol Parker,"US,UK",Comedy,6.3,1041
11/11/2017,Ferdinand,380,6.7,Carlos Saldanha,US,Animation,6.2,1665
11/11/2017,Ferdinand,380,6.7,Carlos Saldanha,US,Comedy,6.2,1665
11/11/2017,Ferdinand,380,6.7,Carlos Saldanha,US,Adventure,6.2,1665
11/11/2017,Ferdinand,380,6.7,Carlos Saldanha,US,Fantasy,6.2,1665
11/11/2017,Ferdinand,380,6.7,Carlos Saldanha,US,Family,6.2,1665
11/03/2017,Baby Driver,381,7.6,Edgar Wright,"US,UK",Thriller,6.6,7729
11/03/2017,Baby Driver,381,7.6,Edgar Wright,"US,UK",Action,6.6,7729
11/03/2017,Baby Driver,381,7.6,Edgar Wright,"US,UK",Crime,6.6,7729
11/03/2017,Baby Driver,381,7.6,Edgar Wright,"US,UK",Music,6.6,7729
10/08/2017,The Hitman's Bodyguard,382,6.9,Patrick Hughes,USChinaNetherlands,Comedy,6.5,6840
10/08/2017,The Hitman's Bodyguard,382,6.9,Patrick Hughes,USChinaNetherlands,Action,6.5,6840
07/07/2011,Harry Potter and the Deathly Hallows 2,383,8.1,David Yates,"US,UK",Drama,7,2542
07/07/2011,Harry Potter and the Deathly Hallows 2,383,8.1,David Yates,"US,UK",Adventure,7,2542
07/07/2011,Harry Potter and the Deathly Hallows 2,383,8.1,David Yates,"US,UK",Fantasy,7,2542
07/07/2011,Harry Potter and the Deathly Hallows 2,383,8.1,David Yates,"US,UK",Mystery,7,2542
08/10/2016,Trolls,384,6.5,Mike MitchellWalt Dohrn,US,Animation,6.8,4698
08/10/2016,Trolls,384,6.5,Mike MitchellWalt Dohrn,US,Comedy,6.8,4698
08/10/2016,Trolls,384,6.5,Mike MitchellWalt Dohrn,US,Adventure,6.8,4698
08/10/2016,Trolls,384,6.5,Mike MitchellWalt Dohrn,US,Fantasy,6.8,4698
08/10/2016,Trolls,384,6.5,Mike MitchellWalt Dohrn,US,Family,6.8,4698
03/11/2017,Murder on the Orient Express,386,6.5,Kenneth Branagh,US,Drama,6.1,1361
03/11/2017,Murder on the Orient Express,386,6.5,Kenneth Branagh,US,Crime,6.1,1361
03/11/2017,Murder on the Orient Express,386,6.5,Kenneth Branagh,US,Mystery,6.1,1361
14/06/2019,Murder Mystery,387,6,Kyle Newacheck,US,Comedy,6.5,346
14/06/2019,Murder Mystery,387,6,Kyle Newacheck,US,Romance,6.5,346
14/06/2019,Murder Mystery,387,6,Kyle Newacheck,US,Action,6.5,346
14/06/2019,Murder Mystery,387,6,Kyle Newacheck,US,Mystery,6.5,346
20/07/2019,Batman: Hush,388,6.9,Justin Copeland,US,Animation,6.5,414
20/07/2019,Batman: Hush,388,6.9,Justin Copeland,US,Sci-Fi,6.5,414
20/07/2019,Batman: Hush,388,6.9,Justin Copeland,US,Adventure,6.5,414
20/07/2019,Batman: Hush,388,6.9,Justin Copeland,US,Action,6.5,414
08/08/2019,The Kitchen,389,5.4,Andrea Berloff,US,Drama,6.1,108
08/08/2019,The Kitchen,389,5.4,Andrea Berloff,US,Action,6.1,108
08/08/2019,The Kitchen,389,5.4,Andrea Berloff,US,Crime,6.1,108
16/01/2019,The Kid Who Would Be King,390,6,Joe Cornish,"US,UK",Adventure,6.8,383
16/01/2019,The Kid Who Would Be King,390,6,Joe Cornish,"US,UK",Fantasy,6.8,383
16/01/2019,The Kid Who Would Be King,390,6,Joe Cornish,"US,UK",Family,6.8,383
10/06/2016,Warcraft,391,6.8,Duncan Jones,USJapanChinaCanada,Adventure,7,3030
10/06/2016,Warcraft,391,6.8,Duncan Jones,USJapanChinaCanada,Action,7,3030
10/06/2016,Warcraft,391,6.8,Duncan Jones,USJapanChinaCanada,Fantasy,7,3030
14/11/2017,Wonder,392,8,Stephen Chbosky,US,Drama,6.8,2201
20/04/2020,The Last Dance,393,9.4,Jason Hehir,US,Documentary,6.9,766
22/09/2018,Bad Times at the El Royale,394,7.1,Drew Goddard,US,Thriller,6.8,591
22/09/2018,Bad Times at the El Royale,394,7.1,Drew Goddard,US,Mystery,6.8,591
14/05/2018,BlacKkKlansman,395,7.5,Spike Lee,US,Drama,6.5,416
14/05/2018,BlacKkKlansman,395,7.5,Spike Lee,US,Comedy,6.5,416
14/05/2018,BlacKkKlansman,395,7.5,Spike Lee,US,Crime,6.5,416
14/05/2018,BlacKkKlansman,395,7.5,Spike Lee,US,Biography,6.5,416
29/01/2016,Kung Fu Panda 3,396,7.1,...,USChina,Animation,7.4,3964
29/01/2016,Kung Fu Panda 3,396,7.1,...,USChina,Comedy,7.4,3964
29/01/2016,Kung Fu Panda 3,396,7.1,...,USChina,Adventure,7.4,3964
29/01/2016,Kung Fu Panda 3,396,7.1,...,USChina,Action,7.4,3964
29/01/2016,Kung Fu Panda 3,396,7.1,...,USChina,Family,7.4,3964
18/12/2002,The Lord Of The Rings: The Two Towers (EXTENDED),399,8.7,Peter Jackson,USNew Zealand,Adventure,7.4,2627
18/12/2002,The Lord Of The Rings: The Two Towers (EXTENDED),399,8.7,Peter Jackson,USNew Zealand,Fantasy,7.4,2627
03/06/2016,Teenage Mutant Ninja Turtles: Out of the Shadows,400,6,Dave Green,USChinaHong KongCanada,Comedy,6.5,2602
03/06/2016,Teenage Mutant Ninja Turtles: Out of the Shadows,400,6,Dave Green,USChinaHong KongCanada,Sci-Fi,6.5,2602
03/06/2016,Teenage Mutant Ninja Turtles: Out of the Shadows,400,6,Dave Green,USChinaHong KongCanada,Adventure,6.5,2602
03/06/2016,Teenage Mutant Ninja Turtles: Out of the Shadows,400,6,Dave Green,USChinaHong KongCanada,Action,6.5,2602
03/06/2016,Teenage Mutant Ninja Turtles: Out of the Shadows,400,6,Dave Green,USChinaHong KongCanada,Fantasy,6.5,2602
26/08/2016,Mechanic: Resurrection,401,5.7,Dennis Gansel,USFrance,Thriller,6.7,2564
26/08/2016,Mechanic: Resurrection,401,5.7,Dennis Gansel,USFrance,Action,6.7,2564
26/08/2016,Mechanic: Resurrection,401,5.7,Dennis Gansel,USFrance,Crime,6.7,2564
09/09/2001,Band of Brothers,402,9.4,...,"US,UK",Drama,7.6,2718
09/09/2001,Band of Brothers,402,9.4,...,"US,UK",Action,7.6,2718
09/09/2001,Band of Brothers,402,9.4,...,"US,UK",History,7.6,2718
09/09/2001,Band of Brothers,402,9.4,...,"US,UK",War,7.6,2718
30/01/2020,Gretel & Hansel,403,5.3,Oz Perkins,USSouth AfricaCanadaIreland,Thriller,5.9,681
30/01/2020,Gretel & Hansel,403,5.3,Oz Perkins,USSouth AfricaCanadaIreland,Fantasy,5.9,681
30/01/2020,Gretel & Hansel,403,5.3,Oz Perkins,USSouth AfricaCanadaIreland,Horror,5.9,681
12/06/2015,Jurassic World,404,7,Colin Trevorrow,US,Thriller,6.6,2697
12/06/2015,Jurassic World,404,7,Colin Trevorrow,US,Sci-Fi,6.6,2697
12/06/2015,Jurassic World,404,7,Colin Trevorrow,US,Adventure,6.6,2697
12/06/2015,Jurassic World,404,7,Colin Trevorrow,US,Action,6.6,2697
24/10/2019,Midway,405,6.7,Roland Emmerich,USChina,Drama,6.2,653
24/10/2019,Midway,405,6.7,Roland Emmerich,USChina,Action,6.2,653
24/10/2019,Midway,405,6.7,Roland Emmerich,USChina,History,6.2,653
24/10/2019,Midway,405,6.7,Roland Emmerich,USChina,War,6.2,653
01/01/2015,Straight Outta Compton,406,8.2,F Gary Gray,US,Drama,6.9,2269
01/01/2015,Straight Outta Compton,406,8.2,F Gary Gray,US,Music,6.9,2269
01/01/2015,Straight Outta Compton,406,8.2,F Gary Gray,US,Biography,6.9,2269
