date,name,site_rank,IMDB,director,country,genre,user_review,review_count
15/02/1990,The Handmaid's Tale,1256,6,Volker Schlöndorff,USWest Germany,Thriller,6.1,116
15/02/1990,The Handmaid's Tale,1256,6,Volker Schlöndorff,USWest Germany,Sci-Fi,6.1,116
15/02/1990,The Handmaid's Tale,1256,6,Volker Schlöndorff,USWest Germany,Romance,6.1,116
24/09/2017,The Child in Time,1257,6.1,Julian Farino,UK,Drama,6.7,291
07/12/2001,Ocean's Eleven,1258,7.7,Steven Soderbergh,US,Thriller,6.1,706
07/12/2001,Ocean's Eleven,1258,7.7,Steven Soderbergh,US,Adventure,6.1,706
07/12/2001,Ocean's Eleven,1258,7.7,Steven Soderbergh,US,Crime,6.1,706
08/08/2002,Dr. Phil,1259,4.1,...,US,Drama,6.1,233
25/12/2008,Slumdog Millionaire,1260,8,...,"US,UKFrance",Drama,7.1,1450
25/12/2008,Slumdog Millionaire,1260,8,...,"US,UKFrance",Romance,7.1,1450
24/11/2016,Underworld: Blood Wars,1261,5.8,Anna Foerster,US,Action,6.8,2922
24/11/2016,Underworld: Blood Wars,1261,5.8,Anna Foerster,US,Horror,6.8,2922
22/09/1995,Se7en,1262,8.6,David Fincher,US,Drama,7.1,896
22/09/1995,Se7en,1262,8.6,David Fincher,US,Thriller,7.1,896
22/09/1995,Se7en,1262,8.6,David Fincher,US,Mystery,7.1,896
16/03/2018,10x10,1263,5,Suzi Ewing,UK,Thriller,5.5,490
22/01/2016,Swiss Army Man,1264,7,Dan KwanDaniel Scheinert,USSweden,Drama,7.3,852
22/01/2016,Swiss Army Man,1264,7,Dan KwanDaniel Scheinert,USSweden,Comedy,7.3,852
22/01/2016,Swiss Army Man,1264,7,Dan KwanDaniel Scheinert,USSweden,Adventure,7.3,852
22/01/2016,Swiss Army Man,1264,7,Dan KwanDaniel Scheinert,USSweden,Fantasy,7.3,852
13/07/2018,How It Ends,1265,5,David M. Rosenthal,USCanada,Thriller,5.5,452
13/07/2018,How It Ends,1265,5,David M. Rosenthal,USCanada,Sci-Fi,5.5,452
13/07/2018,How It Ends,1265,5,David M. Rosenthal,USCanada,Adventure,5.5,452
13/07/2018,How It Ends,1265,5,David M. Rosenthal,USCanada,Action,5.5,452
01/06/2017,Captain Underpants: The First Epic Movie,1266,6.2,David Soren,US,Animation,7,2451
01/06/2017,Captain Underpants: The First Epic Movie,1266,6.2,David Soren,US,Comedy,7,2451
01/06/2017,Captain Underpants: The First Epic Movie,1266,6.2,David Soren,US,Action,7,2451
01/06/2017,Captain Underpants: The First Epic Movie,1266,6.2,David Soren,US,Family,7,2451
21/07/2019,Teen Titans Go! Vs. Teen Titans,1267,6.9,Jeff Mednikow,US,Animation,7,264
21/07/2019,Teen Titans Go! Vs. Teen Titans,1267,6.9,Jeff Mednikow,US,Comedy,7,264
21/07/2019,Teen Titans Go! Vs. Teen Titans,1267,6.9,Jeff Mednikow,US,Sci-Fi,7,264
21/07/2019,Teen Titans Go! Vs. Teen Titans,1267,6.9,Jeff Mednikow,US,Adventure,7,264
21/07/2019,Teen Titans Go! Vs. Teen Titans,1267,6.9,Jeff Mednikow,US,Action,7,264
21/07/2019,Teen Titans Go! Vs. Teen Titans,1267,6.9,Jeff Mednikow,US,Family,7,264
26/09/2016,Laid in America,1270,4.5,Sam MilmanPeter Vass,US,Comedy,7.1,1163
14/12/2007,I Am Legend,1271,7.2,Francis Lawrence,US,Drama,6.8,885
14/12/2007,I Am Legend,1271,7.2,Francis Lawrence,US,Thriller,6.8,885
14/12/2007,I Am Legend,1271,7.2,Francis Lawrence,US,Sci-Fi,6.8,885
25/05/2017,Twin Peaks,1272,8.5,David Lynch,US,Drama,7.5,1249
25/05/2017,Twin Peaks,1272,8.5,David Lynch,US,Crime,7.5,1249
25/05/2017,Twin Peaks,1272,8.5,David Lynch,US,Mystery,7.5,1249
21/05/2015,The Treacherous,1273,6.1,Kyu-dong Min,Korea,Thriller,6.1,722
21/05/2015,The Treacherous,1273,6.1,Kyu-dong Min,Korea,Romance,6.1,722
21/05/2015,The Treacherous,1273,6.1,Kyu-dong Min,Korea,History,6.1,722
18/03/2020,Motherland: Fort Salem,1274,6.9,Steven A. AdelsonHaifaa Al-MansourM.J. BassettDavid GrossmanRebecca JohnsonShannon KohliAmanda Tapping,US,Drama,7.7,267
18/03/2020,Motherland: Fort Salem,1274,6.9,Steven A. AdelsonHaifaa Al-MansourM.J. BassettDavid GrossmanRebecca JohnsonShannon KohliAmanda Tapping,US,Thriller,7.7,267
18/03/2020,Motherland: Fort Salem,1274,6.9,Steven A. AdelsonHaifaa Al-MansourM.J. BassettDavid GrossmanRebecca JohnsonShannon KohliAmanda Tapping,US,Sci-Fi,7.7,267
09/03/2019,The Peanut Butter Falcon,1275,7.6,Tyler NilsonMichael Schwartz,US,Adventure,7,131
01/01/1998,Sex Files: Pleasure World,1276,3.8,Rene Effie,USFranceNetherlandsIreland,Sci-Fi,5.6,833
11/03/2016,The Brothers Grimsby,1277,6.2,Louis Leterrier,"US,UKAustralia",Comedy,6.8,967
11/03/2016,The Brothers Grimsby,1277,6.2,Louis Leterrier,"US,UKAustralia",Action,6.8,967
09/11/2012,Skyfall,1279,7.7,Sam Mendes,"US,UK",Thriller,6.9,634
09/11/2012,Skyfall,1279,7.7,Sam Mendes,"US,UK",Adventure,6.9,634
09/11/2012,Skyfall,1279,7.7,Sam Mendes,"US,UK",Action,6.9,634
09/09/2018,High Life,1281,5.8,Claire Denis,"US,UKFranceWest GermanyPoland",Drama,5.1,109
09/09/2018,High Life,1281,5.8,Claire Denis,"US,UKFranceWest GermanyPoland",Sci-Fi,5.1,109
09/09/2018,High Life,1281,5.8,Claire Denis,"US,UKFranceWest GermanyPoland",Adventure,5.1,109
09/09/2018,High Life,1281,5.8,Claire Denis,"US,UKFranceWest GermanyPoland",Mystery,5.1,109
09/09/2018,High Life,1281,5.8,Claire Denis,"US,UKFranceWest GermanyPoland",Horror,5.1,109
01/01/1985,Back To The Future,1284,8.5,Robert Zemeckis,US,Comedy,7.3,779
01/01/1985,Back To The Future,1284,8.5,Robert Zemeckis,US,Sci-Fi,7.3,779
01/01/1985,Back To The Future,1284,8.5,Robert Zemeckis,US,Adventure,7.3,779
20/08/2009,Diario de una ninfómana,1285,5.7,Christian Molina,Spain,Drama,5.7,805
20/08/2009,Diario de una ninfómana,1285,5.7,Christian Molina,Spain,Romance,5.7,805
18/07/2008,Mamma Mia!,1286,6.4,Phyllida Lloyd,"US,UKWest Germany",Comedy,6.5,826
18/07/2008,Mamma Mia!,1286,6.4,Phyllida Lloyd,"US,UKWest Germany",Romance,6.5,826
20/09/2019,In the Tall Grass,1287,5.4,Vincenzo Natali,Canada,Drama,6.3,144
20/09/2019,In the Tall Grass,1287,5.4,Vincenzo Natali,Canada,Thriller,6.3,144
20/09/2019,In the Tall Grass,1287,5.4,Vincenzo Natali,Canada,Horror,6.3,144
07/04/1995,Bad Boys,1288,6.9,Michael Bay,US,Drama,7.1,471
07/04/1995,Bad Boys,1288,6.9,Michael Bay,US,Thriller,7.1,471
07/04/1995,Bad Boys,1288,6.9,Michael Bay,US,Comedy,7.1,471
07/04/1995,Bad Boys,1288,6.9,Michael Bay,US,Action,7.1,471
07/04/1995,Bad Boys,1288,6.9,Michael Bay,US,Crime,7.1,471
24/08/2016,USS Indianapolis: Men of Courage,1290,5.2,Mario Van Peebles,US,Action,6.5,628
24/08/2016,USS Indianapolis: Men of Courage,1290,5.2,Mario Van Peebles,US,War,6.5,628
22/11/2002,Friday After Next,1291,5.8,Marcus Raboy,US,Drama,6.5,605
22/11/2002,Friday After Next,1291,5.8,Marcus Raboy,US,Comedy,6.5,605
21/06/2013,Monsters University,1292,7.3,Dan Scanlon,US,Animation,7,763
21/06/2013,Monsters University,1292,7.3,Dan Scanlon,US,Comedy,7,763
21/06/2013,Monsters University,1292,7.3,Dan Scanlon,US,Adventure,7,763
21/06/2013,Monsters University,1292,7.3,Dan Scanlon,US,Fantasy,7,763
21/06/2013,Monsters University,1292,7.3,Dan Scanlon,US,Family,7,763
22/11/2018,The Christmas Chronicles,1293,7.1,Clay Kaytis,US,Comedy,7.3,158
22/11/2018,The Christmas Chronicles,1293,7.1,Clay Kaytis,US,Adventure,7.3,158
22/11/2018,The Christmas Chronicles,1293,7.1,Clay Kaytis,US,Fantasy,7.3,158
22/11/2018,The Christmas Chronicles,1293,7.1,Clay Kaytis,US,Family,7.3,158
27/10/2017,Olaf's Frozen Adventure,1295,5.5,Kevin DetersStevie Wermers,US,Animation,6.8,617
27/10/2017,Olaf's Frozen Adventure,1295,5.5,Kevin DetersStevie Wermers,US,Comedy,6.8,617
27/10/2017,Olaf's Frozen Adventure,1295,5.5,Kevin DetersStevie Wermers,US,Adventure,6.8,617
27/10/2017,Olaf's Frozen Adventure,1295,5.5,Kevin DetersStevie Wermers,US,Fantasy,6.8,617
27/10/2017,Olaf's Frozen Adventure,1295,5.5,Kevin DetersStevie Wermers,US,Family,6.8,617
30/06/2004,Spider-Man 2,1296,7.3,Sam Raimi,US,Adventure,7.3,1121
30/06/2004,Spider-Man 2,1296,7.3,Sam Raimi,US,Action,7.3,1121
30/06/2004,Spider-Man 2,1296,7.3,Sam Raimi,US,Fantasy,7.3,1121
10/01/2014,Her,1298,8,Spike Jonze,US,Drama,7.2,1080
10/01/2014,Her,1298,8,Spike Jonze,US,Sci-Fi,7.2,1080
10/01/2014,Her,1298,8,Spike Jonze,US,Romance,7.2,1080
21/12/2011,Mission: Impossible - Ghost Protocol,1299,7.4,Brad Bird,USInternationalCzech Republic,Adventure,6.9,1024
21/12/2011,Mission: Impossible - Ghost Protocol,1299,7.4,Brad Bird,USInternationalCzech Republic,Action,6.9,1024
24/10/2008,High School Musical 3: Senior Year,1300,4.8,Kenny Ortega,US,Drama,6.9,1515
24/10/2008,High School Musical 3: Senior Year,1300,4.8,Kenny Ortega,US,Comedy,6.9,1515
24/10/2008,High School Musical 3: Senior Year,1300,4.8,Kenny Ortega,US,Romance,6.9,1515
24/10/2008,High School Musical 3: Senior Year,1300,4.8,Kenny Ortega,US,Family,6.9,1515
08/11/2002,8 Mile,1302,7.1,Curtis Hanson,USWest Germany,Drama,7.5,1258
08/11/2002,8 Mile,1302,7.1,Curtis Hanson,USWest Germany,Music,7.5,1258
01/05/2015,Gabbar Is Back,1305,7.1,Radha Krishna Jagarlamudi,India,Drama,7.4,1117
01/05/2015,Gabbar Is Back,1305,7.1,Radha Krishna Jagarlamudi,India,Action,7.4,1117
01/05/2015,Gabbar Is Back,1305,7.1,Radha Krishna Jagarlamudi,India,Crime,7.4,1117
22/04/2011,The Good Doctor,1306,5.5,Lance Daly,US,Drama,6.8,80
22/04/2011,The Good Doctor,1306,5.5,Lance Daly,US,Thriller,6.8,80
11/08/2004,The Princess Diaries 2: Royal Engagement,1307,5.7,Garry Marshall,US,Comedy,6.5,1210
11/08/2004,The Princess Diaries 2: Royal Engagement,1307,5.7,Garry Marshall,US,Romance,6.5,1210
11/08/2004,The Princess Diaries 2: Royal Engagement,1307,5.7,Garry Marshall,US,Family,6.5,1210
21/09/2019,In the Shadow of the Moon,1308,6.2,Jim Mickle,US,Thriller,6.7,124
21/09/2019,In the Shadow of the Moon,1308,6.2,Jim Mickle,US,Sci-Fi,6.7,124
21/09/2019,In the Shadow of the Moon,1308,6.2,Jim Mickle,US,Crime,6.7,124
21/09/2019,In the Shadow of the Moon,1308,6.2,Jim Mickle,US,Mystery,6.7,124
10/03/2019,The Art of Self-Defense,1309,6.7,Riley Stearns,US,Drama,6.5,92
10/03/2019,The Art of Self-Defense,1309,6.7,Riley Stearns,US,Thriller,6.5,92
10/03/2019,The Art of Self-Defense,1309,6.7,Riley Stearns,US,Comedy,6.5,92
10/03/2019,The Art of Self-Defense,1309,6.7,Riley Stearns,US,Sport,6.5,92
27/06/2019,Killers Anonymous,1311,5.3,Martin Owen,"US,UK",Thriller,5.5,63
27/06/2019,Killers Anonymous,1311,5.3,Martin Owen,"US,UK",Action,5.5,63
27/06/2019,Killers Anonymous,1311,5.3,Martin Owen,"US,UK",Crime,5.5,63
27/06/2019,Killers Anonymous,1311,5.3,Martin Owen,"US,UK",Mystery,5.5,63
30/05/2018,211,1313,4.4,York Alec Shackleton,US,Drama,5.4,448
30/05/2018,211,1313,4.4,York Alec Shackleton,US,Action,5.4,448
30/05/2018,211,1313,4.4,York Alec Shackleton,US,History,5.4,448
07/08/2019,The Art of Racing in the Rain,1314,7.5,Simon Curtis,US,Drama,7.1,125
07/08/2019,The Art of Racing in the Rain,1314,7.5,Simon Curtis,US,Comedy,7.1,125
26/01/2018,Kickboxer: Retaliation,1316,5,Dimitri Logothetis,US,Drama,6.3,478
26/01/2018,Kickboxer: Retaliation,1316,5,Dimitri Logothetis,US,Action,6.3,478
03/05/2019,The Last Summer,1317,5.6,William Bindley,US,Comedy,6.9,198
25/05/2020,Sleeping Beauties,1318,3.1,Dean McKendrick,US,Comedy,5.9,1469
05/02/2016,The Choice,1320,6.6,Ross Katz,US,Drama,6.6,1104
05/02/2016,The Choice,1320,6.6,Ross Katz,US,Romance,6.6,1104
20/11/2019,Richard Jewell,1322,7.5,Clint Eastwood,US,Drama,6.8,180
18/07/2014,Sex Tape,1324,5.1,Jake Kasdan,US,Comedy,6.5,877
05/06/2015,Spy,1325,7,Paul Feig,US,Comedy,6.9,886
05/06/2015,Spy,1325,7,Paul Feig,US,Action,6.9,886
05/06/2015,Spy,1325,7,Paul Feig,US,Crime,6.9,886
08/03/2016,Sex in Strange Places,1326,6.6,...,UK,Documentary,6.6,734
26/01/2019,The Great Hack,1327,7,Karim AmerJehane Noujaim,US,Documentary,6.3,67
04/01/2020,Dracula,1328,6.8,Jonny CampbellPaul McGuiganDamon Thomas,UK,Drama,6.9,307
04/01/2020,Dracula,1328,6.8,Jonny CampbellPaul McGuiganDamon Thomas,UK,Horror,6.9,307
01/10/2019,The Death and Return of Superman,1330,6.9,Jake CastorenaSam Liu,US,Animation,7.2,169
01/10/2019,The Death and Return of Superman,1330,6.9,Jake CastorenaSam Liu,US,Sci-Fi,7.2,169
01/10/2019,The Death and Return of Superman,1330,6.9,Jake CastorenaSam Liu,US,Action,7.2,169
18/10/2017,Secret Superstar,1331,7.9,Advait Chandan,India,Drama,7.2,900
18/10/2017,Secret Superstar,1331,7.9,Advait Chandan,India,Family,7.2,900
18/10/2017,Secret Superstar,1331,7.9,Advait Chandan,India,Music,7.2,900
03/08/2017,Once Upon A Time,1332,5.3,Anthony LaMolinaraXiaoding Zhao,China,Drama,6.8,224
03/08/2017,Once Upon A Time,1332,5.3,Anthony LaMolinaraXiaoding Zhao,China,Kungfu,6.8,224
14/08/2015,The Man From U N C L E,1333,7.3,Guy Ritchie,"US,UK",Comedy,7,862
14/08/2015,The Man From U N C L E,1333,7.3,Guy Ritchie,"US,UK",Adventure,7,862
14/08/2015,The Man From U N C L E,1333,7.3,Guy Ritchie,"US,UK",Action,7,862
27/09/2019,10 Minutes Gone,1334,3.6,Brian A. Miller,USCanada,Thriller,5.6,101
27/09/2019,10 Minutes Gone,1334,3.6,Brian A. Miller,USCanada,Action,5.6,101
27/09/2019,10 Minutes Gone,1334,3.6,Brian A. Miller,USCanada,Crime,5.6,101
27/09/2019,10 Minutes Gone,1334,3.6,Brian A. Miller,USCanada,Mystery,5.6,101
03/10/2006,Friday Night Lights,1335,8.7,...,US,Drama,6.6,520
03/10/2006,Friday Night Lights,1335,8.7,...,US,Sport,6.6,520
15/02/2019,Proven Innocent,1336,6.5,Howard DeutchElodie KeeneJon AmielRashaad Ernesto GreenAnna MastroJennifer PhangSharat RajuPatricia RiggenDanny StrongMario Van Peebles,US,Drama,6.6,174
18/05/2017,Half Girlfriend,1337,4.3,Mohit Suri,India,Drama,7.5,2091
18/05/2017,Half Girlfriend,1337,4.3,Mohit Suri,India,Romance,7.5,2091
09/12/1983,Scarface,1338,8.3,Brian De Palma,US,Drama,7.1,927
09/12/1983,Scarface,1338,8.3,Brian De Palma,US,Crime,7.1,927
20/05/2020,The Turning,1339,3.8,Floria Sigismondi,"US,UKCanadaIreland",Drama,5.3,182
20/05/2020,The Turning,1339,3.8,Floria Sigismondi,"US,UKCanadaIreland",Mystery,5.3,182
20/05/2020,The Turning,1339,3.8,Floria Sigismondi,"US,UKCanadaIreland",Horror,5.3,182
21/01/2017,Wind River,1340,7.7,Taylor Sheridan,"US,UKCanada",Thriller,7.1,1249
21/01/2017,Wind River,1340,7.7,Taylor Sheridan,"US,UKCanada",Action,7.1,1249
21/01/2017,Wind River,1340,7.7,Taylor Sheridan,"US,UKCanada",Crime,7.1,1249
21/01/2017,Wind River,1340,7.7,Taylor Sheridan,"US,UKCanada",Mystery,7.1,1249
21/12/2018,Dragon Kingdom,1341,3.6,Simon Wells,UK,Adventure,5.6,138
05/02/2019,The Wandering Earth,1342,6,Frant Gwo,China,Sci-Fi,7.4,104
07/10/2011,Real Steel,1343,7.1,Shawn Levy,USIndia,Drama,7.5,1140
07/10/2011,Real Steel,1343,7.1,Shawn Levy,USIndia,Sci-Fi,7.5,1140
07/10/2011,Real Steel,1343,7.1,Shawn Levy,USIndia,Action,7.5,1140
07/10/2011,Real Steel,1343,7.1,Shawn Levy,USIndia,Sport,7.5,1140
14/05/2019,Backdraft 2,1345,4.8,Gonzalo LÃ³pez-Gallego,US,Drama,6.6,97
14/05/2019,Backdraft 2,1345,4.8,Gonzalo LÃ³pez-Gallego,US,Action,6.6,97
14/05/2019,Backdraft 2,1345,4.8,Gonzalo LÃ³pez-Gallego,US,Crime,6.6,97
22/11/1991,Beauty And The Beast,1347,8,Gary TrousdaleKirk Wise,US,Animation,7.6,1239
22/11/1991,Beauty And The Beast,1347,8,Gary TrousdaleKirk Wise,US,Romance,7.6,1239
22/11/1991,Beauty And The Beast,1347,8,Gary TrousdaleKirk Wise,US,Fantasy,7.6,1239
22/11/1991,Beauty And The Beast,1347,8,Gary TrousdaleKirk Wise,US,Family,7.6,1239
06/11/2019,Primal,1348,4.8,Nick Powell,US,Action,6.4,145
20/12/1974,The Godfather 2,1349,9,Francis Ford Coppola,US,Drama,7.5,1197
20/12/1974,The Godfather 2,1349,9,Francis Ford Coppola,US,Crime,7.5,1197
09/09/2018,If Beale Street Could Talk,1350,7.1,Barry Jenkins,US,Drama,6.8,84
09/09/2018,If Beale Street Could Talk,1350,7.1,Barry Jenkins,US,Romance,6.8,84
09/09/2018,If Beale Street Could Talk,1350,7.1,Barry Jenkins,US,Crime,6.8,84
16/09/2008,Another Cinderella Story,1351,5.8,Damon Santostefano,USCanada,Comedy,6.8,1766
16/09/2008,Another Cinderella Story,1351,5.8,Damon Santostefano,USCanada,Romance,6.8,1766
09/10/2015,Knock Knock,1352,4.9,Eli Roth,USInternational,Thriller,6.3,1349
09/10/2015,Knock Knock,1352,4.9,Eli Roth,USInternational,Mystery,6.3,1349
09/10/2015,Knock Knock,1352,4.9,Eli Roth,USInternational,Horror,6.3,1349
07/05/2010,Room in Rome,1353,6.1,Julio Medem,Spain,Drama,6.1,1066
07/05/2010,Room in Rome,1353,6.1,Julio Medem,Spain,Romance,6.1,1066
15/06/2012,That's My Boy,1354,5.5,Sean Anders,US,Comedy,6.1,887
23/03/2017,Chips,1355,6,Dax Shepard,US,Comedy,6.3,1269
23/03/2017,Chips,1355,6,Dax Shepard,US,Action,6.3,1269
23/03/2017,Chips,1355,6,Dax Shepard,US,Crime,6.3,1269
14/05/2016,The Handmaiden,1356,8.1,Chan-wook Park,Korea,Drama,7.1,888
14/05/2016,The Handmaiden,1356,8.1,Chan-wook Park,Korea,Romance,7.1,888
10/01/2014,Lone Survivor,1358,7.5,Peter Berg,US,Drama,7.4,722
10/01/2014,Lone Survivor,1358,7.5,Peter Berg,US,Thriller,7.4,722
10/01/2014,Lone Survivor,1358,7.5,Peter Berg,US,Action,7.4,722
10/01/2014,Lone Survivor,1358,7.5,Peter Berg,US,War,7.4,722
10/01/2014,Lone Survivor,1358,7.5,Peter Berg,US,Biography,7.4,722
11/03/2016,The Perfect Match,1359,4.9,Bille Woodruff,US,Comedy,6.4,1005
11/03/2016,The Perfect Match,1359,4.9,Bille Woodruff,US,Romance,6.4,1005
06/06/2008,Kung Fu Panda,1360,7.5,...,US,Animation,7.3,1009
06/06/2008,Kung Fu Panda,1360,7.5,...,US,Comedy,7.3,1009
06/06/2008,Kung Fu Panda,1360,7.5,...,US,Adventure,7.3,1009
06/06/2008,Kung Fu Panda,1360,7.5,...,US,Action,7.3,1009
06/06/2008,Kung Fu Panda,1360,7.5,...,US,Family,7.3,1009
07/12/2017,Fukrey Returns,1361,6.5,Mrighdeep Lamba,India,Drama,6.5,594
07/12/2017,Fukrey Returns,1361,6.5,Mrighdeep Lamba,India,Comedy,6.5,594
07/12/2017,Fukrey Returns,1361,6.5,Mrighdeep Lamba,India,Romance,6.5,594
18/06/2016,Revenge Porn,1362,4.6,Monika Mitchell,Canada,Drama,6.2,654
21/12/2001,How High,1363,6.3,Jesse Dylan,US,Comedy,6.6,586
10/02/2012,The Vow,1364,6.8,Michael Sucsy,"US,UKFranceAustraliaCanadaWest Germany",Drama,6.4,982
10/02/2012,The Vow,1364,6.8,Michael Sucsy,"US,UKFranceAustraliaCanadaWest Germany",Romance,6.4,982
07/06/2018,Hotel Artemis,1365,6.1,Drew Pearce,"US,UK",Thriller,6.3,216
07/06/2018,Hotel Artemis,1365,6.1,Drew Pearce,"US,UK",Action,6.3,216
07/06/2018,Hotel Artemis,1365,6.1,Drew Pearce,"US,UK",Crime,6.3,216
17/08/2016,Ben-Hur,1367,5.7,Timur Bekmambetov,US,Drama,6.8,1051
17/08/2016,Ben-Hur,1367,5.7,Timur Bekmambetov,US,Adventure,6.8,1051
01/04/2016,Meet the Blacks,1368,4.8,Deon Taylor,US,Comedy,6.3,891
06/10/2006,The Departed,1370,8.5,Martin Scorsese,USHong Kong,Drama,7.1,829
06/10/2006,The Departed,1370,8.5,Martin Scorsese,USHong Kong,Thriller,7.1,829
06/10/2006,The Departed,1370,8.5,Martin Scorsese,USHong Kong,Crime,7.1,829
09/09/2018,Mid90s,1371,7.4,Jonah Hill,US,Drama,7.3,213
09/09/2018,Mid90s,1371,7.4,Jonah Hill,US,Comedy,7.3,213
29/07/1994,The Mask,1372,6.9,Chuck Russell,US,Comedy,7.4,943
29/07/1994,The Mask,1372,6.9,Chuck Russell,US,Fantasy,7.4,943
17/01/2003,That's So Raven,1373,6.5,Michael PoryesSusan Sherman,US,Comedy,6.9,677
17/01/2003,That's So Raven,1373,6.5,Michael PoryesSusan Sherman,US,Fantasy,6.9,677
17/01/2003,That's So Raven,1373,6.5,Michael PoryesSusan Sherman,US,Family,6.9,677
03/07/2014,Tokyo Ghoul,1376,7.9,...,Japan,Drama,7.1,500
03/07/2014,Tokyo Ghoul,1376,7.9,...,Japan,Animation,7.1,500
03/07/2014,Tokyo Ghoul,1376,7.9,...,Japan,Action,7.1,500
03/07/2014,Tokyo Ghoul,1376,7.9,...,Japan,Fantasy,7.1,500
03/07/2014,Tokyo Ghoul,1376,7.9,...,Japan,Horror,7.1,500
31/07/2019,The Divine Fury,1377,6.1,Joo-hwan Kim,Korea,Thriller,6.8,203
31/07/2019,The Divine Fury,1377,6.1,Joo-hwan Kim,Korea,Action,6.8,203
31/07/2019,The Divine Fury,1377,6.1,Joo-hwan Kim,Korea,Horror,6.8,203
01/08/2019,Awake,1378,5,Aleksandr Chernyaev,US,Thriller,7,104
01/08/2019,Awake,1378,5,Aleksandr Chernyaev,US,Action,7,104
01/08/2019,Awake,1378,5,Aleksandr Chernyaev,US,Crime,7,104
08/08/2017,Kiss and Kill,1379,2.6,Dean McKendrick,US,Thriller,5.7,453
08/08/2017,Kiss and Kill,1379,2.6,Dean McKendrick,US,Mystery,5.7,453
07/10/2017,The Snowman,1380,5.1,Tomas Alfredson,"US,UKSweden",Drama,5.8,491
07/10/2017,The Snowman,1380,5.1,Tomas Alfredson,"US,UKSweden",Thriller,5.8,491
07/10/2017,The Snowman,1380,5.1,Tomas Alfredson,"US,UKSweden",Crime,5.8,491
07/10/2017,The Snowman,1380,5.1,Tomas Alfredson,"US,UKSweden",Mystery,5.8,491
07/10/2017,The Snowman,1380,5.1,Tomas Alfredson,"US,UKSweden",Horror,5.8,491
21/05/2016,Blood Father,1381,6.4,Jean-François Richet,France,Thriller,6.9,775
21/05/2016,Blood Father,1381,6.4,Jean-François Richet,France,Action,6.9,775
11/04/2019,Black Summer,1382,6.4,John HyamsAbram Cox,USCanada,Drama,6.4,236
11/04/2019,Black Summer,1382,6.4,John HyamsAbram Cox,USCanada,Thriller,6.4,236
11/04/2019,Black Summer,1382,6.4,John HyamsAbram Cox,USCanada,Action,6.4,236
11/04/2019,Black Summer,1382,6.4,John HyamsAbram Cox,USCanada,Horror,6.4,236
23/01/2011,Mean Girls 2,1383,4.1,Melanie Mayron,US,Comedy,6.2,1487
25/02/2018,A.I. Rising,1384,5.7,Lazar Bodroza,International,Drama,5.9,192
25/02/2018,A.I. Rising,1384,5.7,Lazar Bodroza,International,Sci-Fi,5.9,192
25/02/2018,A.I. Rising,1384,5.7,Lazar Bodroza,International,Romance,5.9,192
20/04/2018,Traffik,1385,6,Deon Taylor,US,Thriller,5.3,336
05/12/2019,Invasion Planet Earth,1386,3.3,Simon Cox,UKFrance,Sci-Fi,5.2,197
05/12/2019,Invasion Planet Earth,1386,3.3,Simon Cox,UKFrance,Adventure,5.2,197
05/12/2019,Invasion Planet Earth,1386,3.3,Simon Cox,UKFrance,Action,5.2,197
15/04/2016,Barbershop: A Fresh Cut,1387,5.9,Malcolm D. Lee,US,Comedy,6.4,1248
15/05/2019,The Gangster the Cop the Devil,1388,6.9,Won-Tae Lee,USKorea,Drama,6.8,194
15/05/2019,The Gangster the Cop the Devil,1388,6.9,Won-Tae Lee,USKorea,Action,6.8,194
15/05/2019,The Gangster the Cop the Devil,1388,6.9,Won-Tae Lee,USKorea,Crime,6.8,194
26/05/1993,Menace II Society,1390,7.5,Albert HughesAllen Hughes,US,Drama,6.5,833
26/05/1993,Menace II Society,1390,7.5,Albert HughesAllen Hughes,US,Thriller,6.5,833
26/05/1993,Menace II Society,1390,7.5,Albert HughesAllen Hughes,US,Crime,6.5,833
17/01/2020,A Fall from Grace,1391,5.8,Tyler Perry,US,Thriller,6.6,231
26/04/2020,Normal People,1392,8.8,Lenny AbrahamsonHettie Macdonald,UK,Drama,7.9,259
12/07/1997,Oz,1393,8.7,Tom Fontana,US,Drama,6.6,452
12/07/1997,Oz,1393,8.7,Tom Fontana,US,Thriller,6.6,452
12/07/1997,Oz,1393,8.7,Tom Fontana,US,Crime,6.6,452
15/04/2020,Outer Banks,1394,7.6,Jonas PateCherie NowlanValerie Weiss,US,Drama,7.4,290
15/04/2020,Outer Banks,1394,7.6,Jonas PateCherie NowlanValerie Weiss,US,Thriller,7.4,290
15/04/2020,Outer Banks,1394,7.6,Jonas PateCherie NowlanValerie Weiss,US,Romance,7.4,290
15/04/2020,Outer Banks,1394,7.6,Jonas PateCherie NowlanValerie Weiss,US,Action,7.4,290
15/04/2020,Outer Banks,1394,7.6,Jonas PateCherie NowlanValerie Weiss,US,Crime,7.4,290
15/04/2020,Outer Banks,1394,7.6,Jonas PateCherie NowlanValerie Weiss,US,Mystery,7.4,290
20/11/2017,Bose: Dead/Alive,1395,9,Pulkit,India,History,7.4,889
28/04/2019,Plus One,1396,6.6,Jeff ChanAndrew Rhymer,US,Drama,6.9,164
28/04/2019,Plus One,1396,6.6,Jeff ChanAndrew Rhymer,US,Comedy,6.9,164
28/04/2019,Plus One,1396,6.6,Jeff ChanAndrew Rhymer,US,Romance,6.9,164
